,relation1RT,relation1Orange,relation1Blue,relation1OrangeBlue,relation2RT,relation2Orange,relation2Blue,relation2OrangeBlue,relation3RT,relation3Orange,relation3Blue,relation3OrangeBlue,relation4RT,relation4Orange,relation4Blue,relation4OrangeBlue,relation5RT,relation5Orange,relation5Blue,relation5OrangeBlue,expRT,expOrange,expBlue,expBoth,attentionCheckRT,attentionCheck,attention1RT,attention1,attention2RT,attentionOrange,attentionBlue,attentionBulb,id,language,age,gender,condition,totalRT,flat,intentionMean,relation1BlueNorm,relation1OrangeNorm,relation1OrangeBlueNorm,max,relation2BlueNorm,relation2OrangeNorm,relation2OrangeBlueNorm,relation3BlueNorm,relation3OrangeNorm,relation3OrangeBlueNorm,relation4BlueNorm,relation4OrangeNorm,relation4OrangeBlueNorm,relation5BlueNorm,relation5OrangeNorm,relation5OrangeBlueNorm
121,48.929,7,3,5,35.693,2,8,6,15.723,8,3,5,10.682,3,3,8,17.151,4,1,9,27.186,4,8,6,7.224,9,22.11,2,24.439,0,0,1,5ed6930b4b6b7d0da3c7a6e5,Portuguese,21,Male,condition 1,6.631016667,FALSE,9,0.2,0.466666667,0.333333333,14,0.5,0.125,0.375,0.1875,0.5,0.3125,0.214285714,0.214285714,0.571428571,0.071428571,0.285714286,0.642857143
122,19.034,5,5,9,28.855,4,7,7,8.873,3,3,8,4.818,3,3,9,9.755,3,1,9,29.455,5,5,8,6.055,1,20.733,2,18.583,1,1,0,6082e38097738d4697b338b5,Portuguese,23,Male,condition 2,5.629133333,FALSE,9,0.263157895,0.263157895,0.473684211,13,0.388888889,0.222222222,0.388888889,0.214285714,0.214285714,0.571428571,0.2,0.2,0.6,0.076923077,0.230769231,0.692307692
123,60.9,6,4,5,17.812,5,5,5,10.525,5,2,5,8.77,5,2,5,22.907,5,1,5,32.91,3,8,3,4.934,2,31.408,2,24.368,0,0,1,602126feefdc4605a12db961,polish,23,Female,condition 1,7.127216667,FALSE,6.5,0.266666667,0.4,0.333333333,11,0.333333333,0.333333333,0.333333333,0.166666667,0.416666667,0.416666667,0.166666667,0.416666667,0.416666667,0.090909091,0.454545455,0.454545455
124,36.483,4,7,5,26.402,3,8,6,22.302,2,8,6,16.102,4,7,5,18.905,4,4,9,28.414,5,9,2,10.854,3,28.62,2,21.545,0,0,1,6165db956594c07a6579ac84,IsiXhosa,24,Female,condition 2,9.797183333,FALSE,7,0.4375,0.25,0.3125,17,0.470588235,0.176470588,0.352941176,0.5,0.125,0.375,0.4375,0.25,0.3125,0.235294118,0.235294118,0.529411765
125,34.561,3,7,6,30.792,2,7,5,18.931,5,6,6,19.975,6,4,8,15.618,7,1,8,24.02,3,9,6,5.834,2,13.77,2,17.964,0,0,1,612fad41f4d345e76de88d53,Spanish,22,Male,condition 1,6.287883333,FALSE,8.5,0.4375,0.1875,0.375,16,0.5,0.142857143,0.357142857,0.352941176,0.294117647,0.352941176,0.222222222,0.333333333,0.444444444,0.0625,0.4375,0.5
126,45.515,5,5,5,23.453,4,6,5,25.354,5,4,5,10.86,4,4,5,9.241,1,1,9,60.987,5,5,5,7.314,1,21.865,2,18.581,0,0,1,599f0d29ec626e0001d53f47,Cantonese,43,Female,condition 2,10.5765,FALSE,9,0.333333333,0.333333333,0.333333333,11,0.4,0.266666667,0.333333333,0.285714286,0.357142857,0.357142857,0.307692308,0.307692308,0.384615385,0.090909091,0.090909091,0.818181818
127,23.176,3,9,2,13.461,1,9,1,15.271,1,9,1,13.611,3,9,4,9.012,9,9,9,19.821,3,9,3,4.727,1,7.59,2,12.647,0,0,1,612cf51053029f8397dde174,hungarian,31,Male,condition 2,3.627133333,FALSE,9,0.642857143,0.214285714,0.142857143,27,0.818181818,0.090909091,0.090909091,0.818181818,0.090909091,0.090909091,0.5625,0.1875,0.25,0.333333333,0.333333333,0.333333333
128,25.958,5,5,5,8.789,4,8,5,5.437,4,7,5,11.981,5,6,7,12.936,9,1,9,17.311,2,7,8,7.586,1,9.109,2,18.985,0,0,1,5af1773a5bbd0b00015ec658,Polish,NA,NA,condition 2,6.85525,FALSE,8,0.333333333,0.333333333,0.333333333,19,0.470588235,0.235294118,0.294117647,0.4375,0.25,0.3125,0.333333333,0.277777778,0.388888889,0.052631579,0.473684211,0.473684211
129,28.363,5,5,4,16.507,7,5,4,12.833,8,3,3,20.361,5,3,6,16.076,4,4,8,20.603,5,7,4,16.8,5,27.063,2,18.969,0,0,1,611e4aad7f8f811ba1871763,Shona,20,Female,condition 2,6.926783333,FALSE,7,0.357142857,0.357142857,0.285714286,16,0.3125,0.4375,0.25,0.214285714,0.571428571,0.214285714,0.214285714,0.357142857,0.428571429,0.25,0.25,0.5
130,30.785,4,9,2,20.308,4,9,2,7.168,5,6,2,6.008,6,6,2,9.112,1,1,9,35.029,2,8,1,5.947,1,44.292,2,27.629,0,0,1,5f056d0829c0c986b7d9d4f5,NA,NA,NA,condition 1,8.6884,FALSE,8,0.6,0.266666667,0.133333333,11,0.6,0.266666667,0.133333333,0.461538462,0.384615385,0.153846154,0.428571429,0.428571429,0.142857143,0.090909091,0.090909091,0.818181818
131,40.008,2,8,5,11.398,2,8,5,6.457,2,8,5,7.885,2,8,5,17.857,9,2,5,20.007,9,7,5,8.678,2,18.592,2,12.848,0,0,1,611424d6d8ab51566db0adc1,English,30,Male,condition 2,8.143466667,FALSE,7.5,0.533333333,0.133333333,0.333333333,16,0.533333333,0.133333333,0.333333333,0.533333333,0.133333333,0.333333333,0.533333333,0.133333333,0.333333333,0.125,0.5625,0.3125
132,29.506,8,7,7,44.491,6,8,6,15.223,8,6,7,18.126,8,4,6,20.417,9,6,7,28.251,6,9,7,8.761,3,37.036,2,35.561,0,0,1,5c8ab0f10de08f00016e43a1,Polish,32,Male,condition 2,9.983233333,FALSE,8.5,0.318181818,0.363636364,0.318181818,22,0.4,0.3,0.3,0.285714286,0.380952381,0.333333333,0.222222222,0.444444444,0.333333333,0.272727273,0.409090909,0.318181818
133,32.117,1,1,1,11.914,1,1,1,9.625,1,1,1,15.75,1,1,1,9.188,1,1,1,63.772,7,7,8,8.27,1,20.285,2,15.421,0,0,1,5f07529227813a325372ddd7,Afrikaans,39,Male,condition 2,7.9153,TRUE,8.5,0.333333333,0.333333333,0.333333333,3,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333
134,22.871,5,5,5,9.376,5,4,5,13.931,5,4,5,12.095,5,4,5,9.93,6,4,6,41.984,3,7,5,6.983,1,19.311,2,19.2,0,0,1,61507975809e664f28a20b5f,French,43,Male,condition 2,12.18695,FALSE,9,0.333333333,0.333333333,0.333333333,16,0.285714286,0.357142857,0.357142857,0.285714286,0.357142857,0.357142857,0.285714286,0.357142857,0.357142857,0.25,0.375,0.375
135,28.984,3,3,3,20.421,4,2,4,16.189,5,1,5,13.986,5,1,5,6.478,7,1,7,34.578,4,8,4,5.795,5,9.178,2,24.987,0,0,1,60ed013b51f6cb78bb82f024,Portuguese,19,Male,condition 1,7.072183333,FALSE,5.5,0.333333333,0.333333333,0.333333333,15,0.2,0.4,0.4,0.090909091,0.454545455,0.454545455,0.090909091,0.454545455,0.454545455,0.066666667,0.466666667,0.466666667
136,60.314,4,4,5,23.999,6,3,5,28.247,6,6,2,12.494,6,6,3,29.566,8,1,8,74.988,5,6,5,5.815,2,15.016,2,17.79,0,0,1,60aac5f6090ebe59cbba1547,Polish,22,Female,condition 2,9.159683333,FALSE,8,0.307692308,0.307692308,0.384615385,17,0.214285714,0.428571429,0.357142857,0.428571429,0.428571429,0.142857143,0.4,0.4,0.2,0.058823529,0.470588235,0.470588235
137,44.177,5,6,5,11.101,4,7,5,66.071,7,5,4,10.076,8,4,4,9.599,9,1,1,23.077,5,5,5,6.903,2,7.53,2,12.802,0,0,1,613c7f2ecc9ac480c70fcea8,Dutch & English,24,Female,condition 1,10.56693333,FALSE,7.5,0.375,0.3125,0.3125,11,0.4375,0.25,0.3125,0.3125,0.4375,0.25,0.25,0.5,0.25,0.090909091,0.818181818,0.090909091
138,23.544,2,7,5,14.434,2,6,6,5.947,1,6,6,7.809,1,6,7,12.543,3,1,8,12.321,3,9,5,4.761,2,9.123,2,21.452,0,0,1,5ee8c79585a3301e5867c09a,Polish,21,Male,condition 2,11.85858333,FALSE,8,0.5,0.142857143,0.357142857,12,0.428571429,0.142857143,0.428571429,0.461538462,0.076923077,0.461538462,0.428571429,0.071428571,0.5,0.083333333,0.25,0.666666667
139,131.513,5,2,1,37.408,4,6,2,23.654,5,5,5,51.937,4,4,1,35.354,9,2,3,47.988,3,7,5,14.449,2,30.217,2,27.41,0,0,1,60f882dc7ca7b1a971cd2742,IsiZulu,28,Male,condition 2,15.33125,FALSE,8,0.25,0.625,0.125,14,0.5,0.333333333,0.166666667,0.333333333,0.333333333,0.333333333,0.444444444,0.444444444,0.111111111,0.142857143,0.642857143,0.214285714
140,22.361,5,5,9,14.139,3,9,5,10.048,5,3,5,9,8,4,6,9.578,5,5,9,516.47,6,6,9,7.577,2,13.246,2,17.163,0,0,1,6082f09379b513197ffeb54e,italian,23,Female,condition 1,13.99618333,FALSE,8.5,0.263157895,0.263157895,0.473684211,19,0.529411765,0.176470588,0.294117647,0.230769231,0.384615385,0.384615385,0.222222222,0.444444444,0.333333333,0.263157895,0.263157895,0.473684211
141,77.58,9,9,9,51.292,7,7,7,7.223,7,7,7,18.955,7,7,7,15.606,7,7,7,54.868,9,9,9,16.094,8,30.46,1,21.726,0,0,0,60fd8c01d1183773522bfc3f,Afrikaans,64,Male,condition 1,10.71133333,FALSE,5,0.333333333,0.333333333,0.333333333,21,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333
142,38.346,5,5,9,25.112,1,9,3,16.489,6,3,2,15.887,7,3,2,13.57,9,1,3,27.366,1,9,3,14.233,3,20.528,2,31.664,0,0,1,5e5c40b5651391430a31975b,spanish,30,Female,condition 1,12.5446,FALSE,8.5,0.263157895,0.263157895,0.473684211,13,0.692307692,0.076923077,0.230769231,0.272727273,0.545454545,0.181818182,0.25,0.583333333,0.166666667,0.076923077,0.692307692,0.230769231
143,55.493,6,4,5,51.681,4,6,5,39.473,4,4,7,19.214,3,3,7,33.003,5,5,9,55.686,2,9,2,19.64,9,23.162,2,37.898,0,0,1,615ce8fafdcf13eca437211b,Spanish,21,Female,condition 1,14.02823333,FALSE,9,0.266666667,0.4,0.333333333,19,0.4,0.266666667,0.333333333,0.266666667,0.266666667,0.466666667,0.230769231,0.230769231,0.538461538,0.263157895,0.263157895,0.473684211
144,84.702,7,3,5,64.333,7,6,9,17.182,9,1,8,18.28,9,2,8,31.754,9,9,9,26.908,1,9,5,16.461,1,127.068,2,31.164,0,0,1,611d762287bd19587be1b399,Zulu,27,Female,condition 1,13.85145,FALSE,7.5,0.2,0.466666667,0.333333333,27,0.272727273,0.318181818,0.409090909,0.055555556,0.5,0.444444444,0.105263158,0.473684211,0.421052632,0.333333333,0.333333333,0.333333333
145,28.61,5,8,1,7.808,1,9,3,9.357,1,8,6,9.643,4,4,9,10.476,1,1,9,22.049,5,5,7,7.304,1,13.652,2,22.249,0,0,1,5c1fea2d29d54a0001f3e932,Slovenian,21,Male,condition 2,16.23805,FALSE,6.5,0.571428571,0.357142857,0.071428571,11,0.692307692,0.076923077,0.230769231,0.533333333,0.066666667,0.4,0.235294118,0.235294118,0.529411765,0.090909091,0.090909091,0.818181818
146,13.817,9,8,6,12.612,9,5,9,26.789,9,6,6,10.616,9,9,9,4.892,9,9,9,5.086,9,9,9,2.855,9,9.612,1,17.694,0,0,1,6176d4b5e99165378d50d590,NA,NA,NA,condition 1,4.26075,FALSE,9,0.347826087,0.391304348,0.260869565,27,0.217391304,0.391304348,0.391304348,0.285714286,0.428571429,0.285714286,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333
147,49.648,5,5,6,16.354,5,7,7,19.126,7,2,5,12.419,7,3,6,5.994,9,9,9,35.063,5,5,5,16.63,2,24.448,2,31.311,0,0,1,6081bbe2119b4eea6b6744bf,Polish,20,Male,condition 1,19.66033333,FALSE,5.5,0.3125,0.3125,0.375,27,0.368421053,0.263157895,0.368421053,0.142857143,0.5,0.357142857,0.1875,0.4375,0.375,0.333333333,0.333333333,0.333333333
148,15.935,5,6,4,8.059,4,7,4,8.728,5,5,5,6.112,6,5,6,21.126,8,2,7,11.745,5,7,4,5.606,3,5.214,2,8.594,0,0,1,5a84b912000dab00018c98a9,Portuguese,22,Male,condition 2,19.82368333,FALSE,7,0.4,0.333333333,0.266666667,17,0.466666667,0.266666667,0.266666667,0.333333333,0.333333333,0.333333333,0.294117647,0.352941176,0.352941176,0.117647059,0.470588235,0.411764706
149,15.411,3,7,5,14.566,2,8,4,6.002,7,3,4,6.192,8,2,4,12.494,9,1,3,15.763,3,8,4,5.779,1,9.273,2,13.111,0,0,1,60e467a0b2c2ef1e594bd577,Portuguese,20,Male,condition 1,23.08806667,FALSE,7,0.466666667,0.2,0.333333333,13,0.571428571,0.142857143,0.285714286,0.214285714,0.5,0.285714286,0.142857143,0.571428571,0.285714286,0.076923077,0.692307692,0.230769231
150,73.783,2,8,4,33.9,3,8,4,27.959,3,8,4,21.627,4,7,5,32.175,9,9,9,50.911,4,8,5,23.513,7,23.459,2,27.185,0,0,1,60dd93c4487f36b6127a512d,English,38,Male,condition 2,24.05576667,FALSE,8.5,0.571428571,0.142857143,0.285714286,27,0.533333333,0.2,0.266666667,0.533333333,0.2,0.266666667,0.4375,0.25,0.3125,0.333333333,0.333333333,0.333333333
151,25.234,6,4,5,36.464,7,5,6,6.611,3,8,4,96.52,4,7,4,19.078,9,4,8,1198.798,6,4,1,7.291,6,17.108,2,53.441,0,0,1,5ec6a9aff52d110bac5d1763,Polish,NA,NA,condition 2,29.8927,FALSE,7.5,0.266666667,0.4,0.333333333,21,0.277777778,0.388888889,0.333333333,0.533333333,0.2,0.266666667,0.466666667,0.266666667,0.266666667,0.19047619,0.428571429,0.380952381
152,30.572,6,5,8,14.23,7,9,6,11.772,7,6,4,73.679,6,7,4,18.391,9,2,6,82.235,9,7,7,6.391,7,11.637,2,18.229,1,1,1,6144c14d93e88592f8e9750d,English,25,Female,condition 2,35.62771667,FALSE,6,0.263157895,0.315789474,0.421052632,17,0.409090909,0.318181818,0.272727273,0.352941176,0.411764706,0.235294118,0.411764706,0.352941176,0.235294118,0.117647059,0.529411765,0.352941176
153,17.483,3,3,3,12.83,1,1,5,7.466,1,1,6,4.646,3,3,3,26.223,5,1,9,9.109,5,5,2,3.928,3,9.647,2,6.861,0,0,1,5faa9c340cc79c413dade876,Polish,24,Male,condition 2,3.681766667,FALSE,6,0.333333333,0.333333333,0.333333333,15,0.142857143,0.142857143,0.714285714,0.125,0.125,0.75,0.333333333,0.333333333,0.333333333,0.066666667,0.333333333,0.6
154,92.969,3,7,5,38.382,3,8,5,35.902,3,5,5,25.379,4,3,6,30.737,6,3,8,49.053,3,7,5,32.582,2,66.918,1,61.413,0,0,1,5fbfe145e52a44000a9c2966,NA,NA,NA,condition 1,15.67698333,FALSE,7.5,0.466666667,0.2,0.333333333,17,0.5,0.1875,0.3125,0.384615385,0.230769231,0.384615385,0.230769231,0.307692308,0.461538462,0.176470588,0.352941176,0.470588235
155,23.594,5,5,5,10.681,6,4,5,7.744,7,3,5,9.996,6,4,5,13.909,7,1,7,23.079,3,7,5,9.762,3,13.159,2,17.389,0,0,1,6138bd1ef0be33edbefe6cd1,Hungarian,30,Male,condition 1,86.26021667,FALSE,7.5,0.333333333,0.333333333,0.333333333,15,0.266666667,0.4,0.333333333,0.2,0.466666667,0.333333333,0.266666667,0.4,0.333333333,0.066666667,0.466666667,0.466666667
